timestamp_sec,timestamp_nanosec,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,bag_timestamp_ns
1764841806,455415569,base_link,0.9690507327599622,-1.402864659496205,0.5398849380691032,0.0,0.0,0.0,1.0,1764841806456085800
1764841806,519902299,base_link,0.22923130039189543,0.520687808817863,0.18531273928395722,0.0,0.0,0.0,1.0,1764841806520583673
1764841806,574744380,base_link,0.7708049178747853,-1.7960380006706769,-0.10194434102427238,0.0,0.0,0.0,1.0,1764841806575648422
1764841806,636206568,base_link,0.26102664943928816,0.05040136214508739,0.04406297372403295,0.0,0.0,0.0,1.0,1764841806637192475
1764841806,671319993,base_link,0.2736700228822788,-0.07283339700156666,0.025014567405983457,0.0,0.0,0.0,1.0,1764841806672240879
1764841806,704706716,base_link,0.2936030100602543,-0.26938163101639967,0.01896974851293945,0.0,0.0,0.0,1.0,1764841806705520212
1764841806,738620037,base_link,0.3005275814758998,-0.3996598529738049,0.020265456942941046,0.0,0.0,0.0,1.0,1764841806739293634
1764841806,805353124,base_link,0.3580751865663208,-0.8954318981273974,0.03837335010289897,0.0,0.0,0.0,1.0,1764841806806019393
1764841806,836967599,base_link,0.36016371070410563,-1.0421566429166373,0.08419067183866513,0.0,0.0,0.0,1.0,1764841806837769120
1764841806,873129221,base_link,0.3593408088401584,-1.0608440952959117,0.12389443851251355,0.0,0.0,0.0,1.0,1764841806874064658
