timestamp_sec,timestamp_nanosec,frame_id,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,bag_timestamp_ns
1764897186,828870935,base_link,0.47680274000621514,-0.5667855185743124,0.12108263143234077,0.0,0.0,0.0,1.0,1764897186829411086
1764897186,850201105,base_link,0.47183605711124876,-0.5082054106190973,0.11136686149625796,0.0,0.0,0.0,1.0,1764897186850735148
1764897186,869109494,base_link,0.47997523475383796,-0.46657141032006744,0.06985453500495886,0.0,0.0,0.0,1.0,1764897186869834590
1764897186,887495714,base_link,0.49058718810359014,-0.3851409727391223,-0.005724703304158307,0.0,0.0,0.0,1.0,1764897186888051622
1764897186,908589701,base_link,0.495367656595479,-0.3522049345759515,-0.03890655870443149,0.0,0.0,0.0,1.0,1764897186909348479
1764897186,946564575,base_link,0.5024274394781283,-0.28820465960949304,-0.11060932591411521,0.0,0.0,0.0,1.0,1764897186947246826
1764897186,960756455,base_link,0.528292583996123,-0.26504530933008685,-0.20066402638707093,0.0,0.0,0.0,1.0,1764897186961433774
1764897187,519253,base_link,0.5585680927193348,-0.22030924286653203,-0.32749042509830173,0.0,0.0,0.0,1.0,1764897187001233440
1764897187,21752348,base_link,0.5604781281869955,-0.19717750729527406,-0.3553660661259659,0.0,0.0,0.0,1.0,1764897187022642467
1764897187,41391517,base_link,0.6178381878586867,-0.17885290738766402,-0.5383145692827085,0.0,0.0,0.0,1.0,1764897187041877998
1764897187,60595338,base_link,0.5495426546237174,-0.16202631343060722,-0.37678506800454303,0.0,0.0,0.0,1.0,1764897187061312315
1764897187,77869330,base_link,0.6001034092353469,-0.15515688699420377,-0.5387763501218765,0.0,0.0,0.0,1.0,1764897187078694077
1764897187,92098167,base_link,0.5891660135873859,-0.14698906096045983,-0.539368308312923,0.0,0.0,0.0,1.0,1764897187093601357
1764897187,110677220,base_link,0.5858192625754375,-0.139195551020388,-0.5825184173013545,0.0,0.0,0.0,1.0,1764897187111178407
1764897187,145567281,base_link,0.6360323162151247,-0.14173337985084672,-0.7811742002510764,0.0,0.0,0.0,1.0,1764897187146375936
1764897187,175705869,base_link,0.6554421062516542,-0.1558194063925491,-0.8896653306896665,0.0,0.0,0.0,1.0,1764897187176377471
1764897187,215791147,base_link,0.6598373796668865,-0.18329987681311685,-0.9609407053663352,0.0,0.0,0.0,1.0,1764897187217359973
1764897187,240406032,base_link,0.6541611934406415,-0.19670011500751866,-0.9741500608791387,0.0,0.0,0.0,1.0,1764897187241370701
1764897187,262134814,base_link,0.6686719187153218,-0.2217305118886796,-1.0363601771319921,0.0,0.0,0.0,1.0,1764897187262963868
1764897187,298388228,base_link,0.6751651879477029,-0.3015504465518243,-1.1451216545997556,0.0,0.0,0.0,1.0,1764897187299153424
1764897187,319227275,base_link,0.6730638398356739,-0.33099139284394036,-1.1597800124443365,0.0,0.0,0.0,1.0,1764897187319710866
1764897187,347626526,base_link,0.7188111572747446,-0.4224787335697434,-1.3520185700025646,0.0,0.0,0.0,1.0,1764897187348413202
1764897187,369849955,base_link,0.7361232715946766,-0.46718335417248147,-1.432002348514214,0.0,0.0,0.0,1.0,1764897187370617435
1764897187,383997333,base_link,0.72398595093583,-0.5067628561274167,-1.418894870789414,0.0,0.0,0.0,1.0,1764897187384687692
1764897187,413101987,base_link,0.7239273839496558,-0.6080294334354868,-1.4739832387148601,0.0,0.0,0.0,1.0,1764897187414467063
1764897187,427779919,base_link,0.7112699231530637,-0.6524701730560395,-1.4601489999046844,0.0,0.0,0.0,1.0,1764897187428307576
1764897187,467125997,base_link,0.6958561246275561,-0.7520280876154113,-1.4662759504082696,0.0,0.0,0.0,1.0,1764897187468084486
1764897187,487239145,base_link,0.6973016121365536,-0.8170689446840328,-1.5024154583768297,0.0,0.0,0.0,1.0,1764897187488246201
1764897187,508645807,base_link,0.6898198778175917,-0.8717743725720241,-1.489611126136024,0.0,0.0,0.0,1.0,1764897187509536119
1764897187,530105734,base_link,0.7037592214697139,-0.8932893033157804,-1.5577356570074252,0.0,0.0,0.0,1.0,1764897187530631920
1764897187,546310141,base_link,0.7064261810634982,-0.8375345948563777,-1.5729323001419948,0.0,0.0,0.0,1.0,1764897187547206632
1764897187,566648864,base_link,0.7001139582753051,-0.7444861659944529,-1.5690645523030142,0.0,0.0,0.0,1.0,1764897187567075125
1764897187,585984645,base_link,0.6968245079685675,-0.7006816220669916,-1.5672722396221965,0.0,0.0,0.0,1.0,1764897187586292819
1764897187,615598065,base_link,0.6942155487541879,-0.6321333274491187,-1.5813272158619485,0.0,0.0,0.0,1.0,1764897187617033117
1764897187,633530443,base_link,0.7378757630244684,-0.6188750085901504,-1.7466483063210296,0.0,0.0,0.0,1.0,1764897187634279280
1764897187,667909676,base_link,0.7352458531913747,-0.5553638983952658,-1.743857756428416,0.0,0.0,0.0,1.0,1764897187668653964
1764897187,685138787,base_link,0.7250959994717783,-0.5295770981175368,-1.7234365740571442,0.0,0.0,0.0,1.0,1764897187685984187
1764897187,725040538,base_link,0.7213611181554005,-0.4892819009947511,-1.7218514501181674,0.0,0.0,0.0,1.0,1764897187725947760
1764897187,749537928,base_link,0.7220049187311319,-0.4740016954365197,-1.7411684527979714,0.0,0.0,0.0,1.0,1764897187750606923
1764897187,767628002,base_link,0.7067323411698716,-0.4467533884146163,-1.7020395902726906,0.0,0.0,0.0,1.0,1764897187768655219
1764897187,797375134,base_link,0.7511549897146093,-0.45294247744863214,-1.8812859140718772,0.0,0.0,0.0,1.0,1764897187797791013
1764897187,818433408,base_link,0.7284211737584261,-0.4465459299487933,-1.8207014317211467,0.0,0.0,0.0,1.0,1764897187819255344
1764897187,835114703,base_link,0.7284211737584261,-0.4465459299487933,-1.8207014317211467,0.0,0.0,0.0,1.0,1764897187836009403
1764897187,872172173,base_link,0.7330001823203489,-0.46214116486474344,-1.862244923273748,0.0,0.0,0.0,1.0,1764897187873070908
1764897187,892892342,base_link,0.7214073927918445,-0.46974947285488633,-1.8224363384738476,0.0,0.0,0.0,1.0,1764897187893694155
1764897187,906664793,base_link,0.7489814133941473,-0.49899133143339436,-1.927901585794079,0.0,0.0,0.0,1.0,1764897187907185630
1764897187,937942277,base_link,0.7384141825765289,-0.48244987624411695,-1.8215158937003724,0.0,0.0,0.0,1.0,1764897187938777750
1764897187,960707111,base_link,0.7919243981425133,-0.49319011128697765,-1.9679993640232347,0.0,0.0,0.0,1.0,1764897187961441134
1764897187,979531587,base_link,0.7677457023730112,-0.47996176699772375,-1.838868942688385,0.0,0.0,0.0,1.0,1764897187980338215
1764897187,997893997,base_link,0.8033649592625269,-0.493777916245837,-1.9006614416326586,0.0,0.0,0.0,1.0,1764897187998549938
