bag_timestamp_ns
1764918875120885739
1764918875130814182
1764918875141022654
1764918875151599901
1764918875161485980
1764918875171330704
1764918875181138515
1764918875191065772
1764918875201241830
1764918875211398075
1764918875221343883
1764918875231328321
1764918875241165189
1764918875250948450
1764918875260874715
1764918875271193109
1764918875281303540
1764918875291440698
1764918875301533513
1764918875311380700
1764918875321616371
1764918875331711569
1764918875341969642
1764918875351426005
1764918875361278854
1764918875371497016
1764918875381339963
1764918875391326587
1764918875401133369
1764918875411243766
1764918875422417059
1764918875431310363
1764918875441135737
1764918875451540656
1764918875461264336
1764918875471675905
1764918875481474475
1764918875491391390
1764918875501434952
1764918875511190779
1764918875521128253
1764918875531476857
1764918875541432391
1764918875551293721
1764918875561298476
1764918875571568291
1764918875580954371
1764918875590920725
1764918875600958308
1764918875610930097
1764918875620947624
1764918875631074389
1764918875641257440
1764918875651514798
1764918875661759953
1764918875671511641
1764918875681729400
1764918875691597876
1764918875701448436
1764918875711759545
1764918875721529062
1764918875731609719
1764918875741306040
1764918875751395675
1764918875761710958
1764918875770975380
1764918875781132640
1764918875791936601
1764918875801145561
1764918875811280200
1764918875822327431
1764918875831302316
1764918875841639032
1764918875851276546
1764918875861606356
1764918875871246289
1764918875881307345
1764918875891718813
1764918875901473191
1764918875911324585
1764918875921237026
1764918875931579651
1764918875941142377
1764918875951112436
1764918875961392645
1764918875970893863
1764918875980946630
1764918875991120799
1764918876001202535
1764918876011011301
1764918876021081744
1764918876031458816
1764918876041473735
1764918876051307699
1764918876061419175
1764918876071602498
1764918876082289566
1764918876091190624
1764918876102381395
1764918876111031936
1764918876121395752
1764918876131508646
1764918876141239312
1764918876151421711
1764918876160960960
1764918876170960081
1764918876181120990
1764918876190803649
1764918876200971089
1764918876211560614
1764918876221443054
1764918876231390250
1764918876240979525
1764918876251196605
1764918876261015187
1764918876271324828
1764918876281244164
1764918876291889481
1764918876301159334
1764918876311099991
1764918876321403308
1764918876331427760
1764918876341247594
1764918876351235967
1764918876360959721
1764918876372652153
1764918876381129147
1764918876391450666
1764918876401229565
1764918876411298487
1764918876421712825
1764918876431662269
1764918876441412544
1764918876451708941
1764918876461034505
1764918876471382330
1764918876481298059
1764918876491303416
1764918876501138450
1764918876511244470
1764918876521119340
1764918876531368507
1764918876541205840
1764918876551142978
1764918876561340666
1764918876571221123
1764918876581332028
1764918876591365627
1764918876601464566
1764918876611265522
1764918876621377679
1764918876631065037
1764918876641246872
1764918876651063022
1764918876661592352
1764918876671615625
1764918876682287536
1764918876691434847
1764918876700997946
1764918876710969644
1764918876720934903
1764918876731034617
1764918876741172305
1764918876751341763
1764918876760937708
1764918876771340488
1764918876781437386
1764918876791137959
1764918876800909803
1764918876811034989
1764918876821176580
1764918876832337986
1764918876841446049
1764918876851593464
1764918876861425260
1764918876871809821
1764918876881689851
1764918876891283429
1764918876901108714
1764918876911511402
1764918876921310728
1764918876931227793
1764918876941573335
